DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
11/23/2019,12,11,26,10,12,11,17,87,8.875,1002,71.75,12,10,9,116,353,302,0,1,5.2,météo très défavorable
11/24/2019,13,10,10,8,12,11,0.2,89,10,1011,51.25,13,8,9,116,176,116,0,1,5.2,météo correcte
11/27/2019,14,13,30,13,14,13,14.8,76,9.375,1006,86.75,14,9,11,353,353,353,0,1,3.4,météo défavorable
11/28/2019,14,12,18,11,14,13,19.5,81,9,1011,71.75,14,10,10,305,176,353,0,1,3.4,météo très défavorable
11/29/2019,14,12,12,11,14,12,0.7,92,9,1020,42.125,14,10,11,353,353,116,0,1,8.7,météo correcte
11/30/2019,11,10,18,9,10,10,5.1,91,8.625,1019,66.75,11,9,7,116,266,302,0,1,3.4,météo défavorable
12/1/2019,12,8,8,8,11,11,0,88,10,1016,53.875,12,8,7,116,116,116,0,1,5.2,météo défavorable
12/4/2019,10,4,10,2,8,9,0,83,10,1019,35.375,10,5,2,116,116,119,0,1,6.9,météo très défavorable
12/5/2019,11,6,7,5,10,9,0,78,10,1024,12.375,11,5,5,116,116,116,0,1,8.7,météo défavorable
12/6/2019,10,6,8,5,9,9,0,89,10,1024,25.875,10,6,5,116,116,122,0,1,6.9,météo défavorable
12/7/2019,13,11,11,10,12,12,2.5,97,7,1023,84.375,13,11,10,143,353,353,0,1,3.4,météo défavorable
12/8/2019,13,12,19,12,12,12,3.5,94,9.75,1022,80,13,12,11,176,176,296,0,1,3.4,météo défavorable
12/11/2019,11,10,24,10,11,10,7.3,87,7.5,1019,84.5,11,8,8,176,302,353,0,1,5.1,météo défavorable
12/12/2019,10,9,26,9,10,9,18.3,93,7.75,1017,96,11,10,7,353,266,308,0,1,3.3,météo très défavorable
12/13/2019,13,5,36,13,13,10,4.3,76,8.75,1005,98.375,13,11,10,296,353,266,0,1,3.3,météo très défavorable
12/14/2019,14,9,28,14,14,14,5,83,7.5,1010,80.125,14,12,11,296,266,116,0,1,5.1,météo défavorable
12/15/2019,14,12,10,13,12,12,1.2,88,7,1010,84.375,14,10,11,119,266,176,0,1,3.3,météo défavorable
12/18/2019,15,10,17,9,13,13,0.1,90,9,1013,30.75,15,9,8,116,116,116,0,1,8.7,météo correcte
12/19/2019,14,12,25,12,12,14,3.9,71,8.75,1010,75,14,9,10,122,122,116,0,1,5.1,météo défavorable
12/20/2019,15,12,22,13,13,11,7.7,72,8.25,996,79.5,16,10,9,302,176,176,0,1,3.3,météo défavorable
12/21/2019,13,10,22,10,11,12,8.5,86,8.625,997,67.5,13,10,8,176,116,302,0,1,6.9,météo défavorable
12/22/2019,13,11,27,12,13,9,9.7,75,9.25,1012,78.5,13,7,8,353,353,302,0,1,5.1,météo défavorable
12/25/2019,13,11,10,11,13,11,0,95,5.5,1026,39.5,13,11,10,143,143,116,0,1,8.7,météo correcte
12/26/2019,13,11,14,11,13,11,0.4,85,9.875,1031,56.75,13,9,10,119,116,176,0,1,6.9,météo correcte
12/27/2019,13,9,7,8,11,12,0,93,9,1033,19.5,13,9,8,116,116,116,0,1,8.7,météo correcte
12/28/2019,10,7,10,8,9,9,0,90,7,1033,41.625,10,8,6,143,116,122,0,1,6.9,météo défavorable
12/29/2019,10,5,8,6,8,8,0,87,10,1032,34.875,10,6,4,116,116,122,0,1,6.9,météo très défavorable
