DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
11/17/2019,7,4,9,3,6,5,0.1,86,10,1011,39.75,7,3,2,116,116,116,0,1,8.5,météo très défavorable
11/20/2019,6,3,16,2,5,4,0,81,10,1019,17.125,6,1,0,116,116,116,0,1,8.5,météo très défavorable
11/21/2019,7,2,13,0,5,6,0,89,10,1010,44.75,7,4,-2,116,116,116,0,1,6.9,météo très défavorable
11/22/2019,9,6,21,6,8,8,0,87,10,1003,64,9,6,2,122,122,116,0,1,6.9,météo défavorable
11/23/2019,10,9,15,10,10,9,2.1,81,9.75,998,72,10,7,7,176,293,116,0,1,3.1,météo défavorable
11/24/2019,10,7,11,6,10,9,0,92,9,1008,32.875,10,8,6,116,116,116,0,1,8.4,météo défavorable
11/27/2019,12,11,34,11,12,11,7,81,7.625,993,94.5,12,9,7,176,296,353,0,1,3.1,météo défavorable
11/28/2019,12,10,25,10,12,10,10.9,83,8,1000,85.375,12,8,7,389,353,116,0,1,5,météo défavorable
11/29/2019,9,8,10,8,9,8,6.3,70,9.375,1020,82.5,9,7,6,296,119,176,0,1,3.1,météo défavorable
11/30/2019,7,5,18,6,7,5,0,84,10,1023,18.5,7,4,1,116,113,116,0,1,8.2,météo très défavorable
12/1/2019,4,2,22,2,4,4,0,77,10,1023,55.375,4,0,-2,119,119,122,0,1,5,météo très défavorable
12/4/2019,6,3,6,3,5,5,0,84,10,1026,7.875,6,3,2,116,116,116,0,1,8.2,météo très défavorable
12/5/2019,5,2,14,2,5,4,0,89,10,1022,32.625,5,3,-1,116,116,122,0,1,6.8,météo très défavorable
12/6/2019,8,6,32,5,7,7,11.9,90,7.875,1018,94.125,9,8,1,266,296,296,0,1,3,météo très défavorable
12/7/2019,10,7,16,7,9,8,1,93,9.875,1015,39.375,10,6,4,116,116,116,0,1,8.1,météo défavorable
12/8/2019,11,8,31,9,11,8,5.1,88,9.5,1012,78.5,11,9,5,122,296,353,0,1,3,météo défavorable
12/11/2019,8,7,18,7,8,7,2,88,7,1011,79.75,8,6,3,266,266,353,0,1,3,météo très défavorable
12/12/2019,6,3,37,3,5,4,3.1,86,8.75,1003,69.25,7,5,-1,116,122,266,0,1,4.9,météo très défavorable
12/13/2019,8,6,40,6,7,7,22.6,87,7,988,90.375,8,6,1,302,302,266,0,1,3,météo très défavorable
12/14/2019,8,6,28,8,6,6,6.1,79,8.25,998,78.875,8,5,2,293,116,263,0,1,4.9,météo très défavorable
12/15/2019,8,6,26,7,8,7,1.7,73,9.875,1005,50.5,8,5,3,296,116,116,0,1,8,météo très défavorable
12/18/2019,9,6,20,6,8,8,2.1,88,9.875,1015,22.875,9,7,3,116,116,116,0,1,8,météo défavorable
12/19/2019,12,10,27,10,11,10,0.8,82,8,1011,67.25,12,9,7,116,122,266,0,1,3,météo défavorable
12/20/2019,12,9,35,12,12,9,14.7,86,8.875,996,93,12,10,6,302,302,353,0,1,3,météo défavorable
12/21/2019,9,8,26,8,9,9,2.6,83,9.75,990,85.125,9,6,4,119,122,176,0,1,3,météo défavorable
12/22/2019,9,8,28,9,9,8,14.6,88,8.625,994,77.875,9,7,5,302,176,116,0,1,4.9,météo défavorable
12/25/2019,8,6,14,7,8,7,0.3,86,10,1026,60.125,8,7,3,176,116,116,0,1,4.9,météo très défavorable
12/26/2019,6,4,18,4,6,5,3.1,88,9.75,1026,85.125,7,6,1,122,122,296,0,1,3,météo très défavorable
12/27/2019,9,7,9,7,8,8,2.8,95,7.625,1034,58.375,9,7,5,176,143,116,0,1,8,météo défavorable
12/28/2019,6,4,9,4,5,6,0,93,8,1038,30.75,6,4,2,143,116,116,0,1,8,météo très défavorable
12/29/2019,5,2,11,2,4,4,0,75,10,1038,27.375,5,0,-1,116,116,116,0,1,8,météo très défavorable
